Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
22/3/2020 3:56,1865.78,Tanya Zachariah,360406ae22443d5a6b4d5981ed393a711278fcf6b5bdad271ffedf0241a925aa,Baria-Devi,7129,Kirari Suleman Nagar,EUR,Visa,Dec-32,f7abf2a084c3668c7b90654bf01205085e5d0219ffad0564904e5c923af11523,5,8287d12c-1cb2-4744-9b6e-0f6f4eaefc3b,0,1,In-Person,197.154.226.133,Mobile,reyansh10,"Fugiat ut aspernatur magni eveniet dolorem. Qui dolorem officia.
Reiciendis totam tempore laboriosam asperiores fugiat aliquam provident. Fugit quibusdam cum. Eius ratione illo atque magnam quasi."
28/10/2022 22:39,2281.55,Parinaaz Bhatti,2521df9028560f2730858331eb421fba930403302d3bc4d70caa71c55a3972a3,Kara LLC,5484,South Dumdum,EUR,American Express,Jan-26,3346f2bbf6c34bd2dbe28bd1bb657d0e9c37392a1d5ec9929e6a5df4763ddc2d,12,bddf65b0-1dad-4ecc-b971-49927a4984f1,1,1,Online,205.124.83.25,Tablet,,"Adipisci inventore alias libero perspiciatis.
Impedit minus ipsa natus. Vero autem debitis quibusdam facilis."
9/8/2023 20:44,4411.34,Miraya Goswami,d67ae3969c55cf17e0b128eb9bdfaa8796365b3db85b414ccd1afbef0d5fea2e,Yohannan-Khare,5495,Tadipatri,USD,MasterCard,Jun-32,abbb9233cee3e720b2a86acf4ad04e51a670a7e762f301f0fc5b64b8794c30cd,0,1e01fce7-3e89-42fd-9e3a-2e2530d443e2,1,2,Online,220.38.251.66,Mobile,anandtaran,"Vel tempora reprehenderit aperiam itaque. Rem sint occaecati magnam.
Iure cupiditate officia. Nam illo in ullam. Modi dignissimos facere voluptatem ea neque."
26/7/2023 19:48,599.68,Ishita Bhalla,85cf084cc0c4763a00603a00fcae5510b5913b9c8771846a62c8e2207c33fa73,"Varkey, Kata and Kala",2351,Gorakhpur,EUR,Visa,Oct-23,7b2c21ead1522776414b5a256722903b465fd0c8e029005fcd865144a429da52,12,32bb1874-a4fa-4175-8ee2-9264ba59cde4,0,2,Online,219.166.4.127,Desktop,,"Facilis ab saepe nesciunt qui numquam. Sequi veritatis culpa voluptas aliquam.
Officiis omnis voluptatem sint cumque. Doloremque molestias laboriosam nisi quidem quae nulla."
21/2/2020 6:17,4331.51,Lagan Bath,5adbe1feba8bf196ce11f25ee3d9db98e514ec23210ee8087556bf85eadcf159,Mall and Sons,6233,Kochi,INR,MasterCard,Mar-30,e4c6a9f38e8e4d127290cf104ac1f46d0649c7db6c89f4bc10be7447bf1f514c,12,eabba1f4-3857-476f-b40b-dccaf0b86b8a,1,1,In-Person,208.55.234.168,Tablet,,Quisquam labore delectus impedit. Iste distinctio odit distinctio soluta velit accusantium.
20/5/2023 7:35,1630.27,Nirvaan Dugar,d17b1f1998c53b3b39cfed5b6cb006a885431714a749233476d8b8c3a04bcfa6,"Sachar, Buch and Datta",5168,Aurangabad,EUR,Visa,Feb-28,caa1aedb2a6ce96b39b9fde1a49e1ebcb431b6da4586da0aef56df9b78221d60,5,21b23409-ea12-4a98-a5a2-341fe2b60f99,0,None,In-Person,165.78.27.247,Desktop,ysom,Debitis sed enim labore nisi iure ipsam. Voluptates similique iure autem. Laborum non est laboriosam illum.
17/3/2023 18:05,2345.81,Yuvaan Ray,d8c59298a40a99737c3ca9a6904b49afecea8161a62e7f4cd3b2874ba5325e43,Agate and Sons,6368,Chapra,EUR,MasterCard,Feb-25,a73b320dc0d3a57c03f897eb28ca91e623c5ee635db59476ba3178c90b94019f,12,99c00556-f32e-4256-888e-084bfa56b82f,1,2,Online,217.87.123.39,Mobile,mamootysabharwal,"Magni accusamus exercitationem. Numquam quas accusamus nobis. Facere cum perferendis voluptatum placeat.
Quis impedit sed. Omnis blanditiis perferendis soluta nemo enim. Sunt iste fugit officia."
14/5/2021 23:35,254.14,Kismat Kohli,aadbc7a6406e0e66dd3574aff826053d57d16b8c092f2f3528cfe79fabe06fec,"Mandal, Grover and Ramachandran",3797,Yamunanagar,USD,Visa,Jun-30,84f01dd97c687fb28a296bcc2ef1801446ea7405860595924eb2b5bb634718d1,5,d0a6dd4a-bb88-42f0-8264-b0455985ee02,1,2,In-Person,195.9.128.205,Mobile,amanichacko,"Explicabo iusto doloribus distinctio. Voluptatum deserunt pariatur facere quo labore.
Ut necessitatibus nesciunt quaerat. Pariatur necessitatibus enim voluptatum consectetur."
3/1/2022 10:15,3588.76,Nitara Dhaliwal,3ccf0e3424baed6d9583b14e04cf05c6403905dd9f41f617edb5e6f7cf4f29be,Lalla Group,7761,Sambalpur,EUR,American Express,Oct-24,5966abd0cbfc86f98a186531b2b4ee5f6e910120ce13222f98207203dfc9a9a2,0,1bfb6acd-8d80-4e9a-8e81-7fbab9fe3896,0,None,Online,206.232.143.107,Tablet,vsharaf,"Dolores quos aut in necessitatibus odio. Architecto tempora odit quos aliquam eum.
Minus earum modi nesciunt. Similique cumque cum facere."
23/8/2020 12:18,2145.31,Myra Ahluwalia,5c74912c44863de1eff8f834b74a0638a19ef70d228e5f7cebd15f3c39629435,Wable Inc,9616,Chinsurah,EUR,American Express,Aug-32,7f0a22117f8fe0172cf9209ff622b64a51aaeda21d58b5b62685a93dbe2dad25,5,eabcae96-7073-493e-9491-5f4ba5d49b02,1,2,Online,200.23.102.23,Tablet,aradhyabhalla,Corrupti occaecati voluptate asperiores dolorum. Itaque eum dolor velit neque et velit. Atque debitis ullam quam quam nisi fugit at. Libero at ut quidem excepturi reprehenderit rem.
8/2/2021 20:50,356.45,Ehsaan Hayre,0203f4a84a1934ff16cc21ebe88c021c406488a7e46e49ca3a193a625d793045,Dash Group,6569,Ambala,EUR,MasterCard,Dec-23,314f04b30f62e0056bd059354a5536fb2e302107eed143b5fa2aa0bbba07f608,12,0fa7bd77-75e5-4709-a7be-be7474759c54,0,2,In-Person,162.76.112.189,Desktop,,Sint inventore enim rem natus consectetur nihil. Illo quibusdam saepe laborum architecto. Harum corrupti animi consequatur placeat voluptatibus veritatis.
15/4/2022 13:10,4784.79,Anvi Chopra,14d859a6f9eafcbc0966579428fea0926667dc4ec6a6dfc58cf570e85368a61d,Zacharia Inc,6610,Imphal,EUR,American Express,Jul-32,62a0eae98b9fc0bd0ad941ae07ae5e2af545a64c8ddc43407bdfe6ae82addb4c,12,28c0f7ef-1580-4831-b5c2-0dbc30defe84,0,1,Online,216.43.43.52,Tablet,,Impedit at et ipsam sapiente maiores ipsa. Magnam rerum modi eaque aspernatur molestiae corporis.
28/8/2021 21:13,2067.69,Divij Amble,c09b1c2b800cb26b2fd297f410bab1e89fd5eaad24d9fdc13e1cb80dbff21763,"Ram, Malhotra and Dewan",3487,Navi Mumbai,INR,MasterCard,Feb-27,27badc983df1780b60c2b3fa9d3a19a00e46aac798451f0febdca52920faaddf,12,40494f12-a01a-41dc-82e5-2e9c139f31c1,0,None,Online,199.60.35.110,Mobile,kimayagill,At deleniti praesentium iste ut sit laborum. Veniam ipsam praesentium aperiam similique amet. Molestiae itaque esse nisi veniam.
9/1/2021 6:55,3460.13,Rania Chada,a4c382f7f4d7572db2247ca6cafbaba28a2b83e4a27e66522f071d475c2bf655,"Bhagat, Kalla and Lad",8785,Ulhasnagar,INR,Visa,Nov-27,18d37c950a3e810d9b9a84c72c230ca16b7cec19f7fb55c625e5441790d448ef,12,aeb388da-1d2b-48a8-88e1-56459a661788,0,None,Online,206.94.177.105,Tablet,,"Voluptatum dolorum minima laudantium corrupti.
Consequuntur doloribus corporis sint dolore error fugit laudantium. Tempora sunt fugit molestiae."
22/4/2023 17:47,1446.8,Aarav Dhar,8ef95032e87846eb57c6ec2fddfe6fe4ba5ecb96d68a568c2089434107c04724,"Venkataraman, Thakkar and Shan",6739,Miryalaguda,INR,Visa,Oct-29,40fb7164e459a38813f304e3b45db2b074be149818924e46fdc49cc38a3e4955,0,4a32f060-16fa-48d9-9cd9-7e4adea82b5b,1,None,Online,188.241.166.25,Tablet,,"Reiciendis quas eveniet.
Consequatur nobis occaecati dolores qui saepe exercitationem. Illum exercitationem aliquid voluptatem aliquid odit veniam. Ullam quia nihil illum ullam quibusdam."
22/4/2021 5:00,2601.6,Romil Cheema,5044b56283a755e0ea880ce1d10c4e057f673d6438fe24099b9f45fccf3e5667,Ram LLC,8352,Gaya,USD,MasterCard,Jul-28,40a7ae9a07a94bf510c89d41b034787f768cc960e7471746dec613c8c6287c11,5,d83b605c-4778-45bb-9c83-25eddd5b07e9,1,3 or more,In-Person,93.64.223.83,Mobile,,Commodi distinctio molestias corrupti maiores molestias at aliquid. Eius ad enim rerum.
22/6/2020 14:47,4307.41,Sumer Sagar,701870c69639781dc287f42b8382297ec40f2144aceb054cc3e99dc08e309ac8,"Gandhi, Gour and Khosla",5883,Thoothukudi,USD,Visa,Apr-24,0a2d643bfd24a028cd236e76575d828424ccffbfa47392bd09d8ca9dc85e2f8d,12,251a172a-9fc1-400c-8e05-bace75600c56,0,None,In-Person,194.32.35.111,Mobile,,"Fugiat occaecati saepe architecto. Tempora dignissimos illum vero.
Consectetur hic officia sapiente quo suscipit. Vero magnam quia explicabo eveniet occaecati dignissimos."
25/3/2020 10:29,2184.05,Alisha Krish,3233d3b86ed37ac40931351d8abcb611962d8138449571e0855fb8d49d67f4c4,Date and Sons,6625,Arrah,INR,Visa,Dec-29,2d86377d4cc3e6c85bab00dd407f8c5b657c239c6af3109de6cdf4d418aa2d89,12,b1a9219a-20c1-4106-83df-d13a4d1bdfe2,1,None,In-Person,30.44.158.6,Mobile,,"Ab praesentium aliquam sint. Consequatur reprehenderit vitae suscipit molestias earum sit. Corporis ad voluptate nemo dolor labore tenetur.
Quia soluta dignissimos labore nobis tenetur tenetur iste."
16/5/2022 20:05,2494.31,Arnav Sarin,8931058232f304e8a7e34e658e4a8d91721fe72c974b2e19a377c9a0302d8f5e,Tripathi LLC,1538,Bidar,EUR,American Express,Oct-24,38879b6376fbabdc8fbfb85f6b11a296aca6de14093a54881b73528b62848d8c,12,69b655ec-82bd-411b-999b-47e367c74047,0,2,In-Person,159.163.229.152,Tablet,,Similique perferendis alias cumque quasi natus. Delectus odit non veritatis cumque corporis beatae. Ad repellat sint quia quos.
2/7/2020 11:28,2101.19,Shray Ramaswamy,8d35b567df548c1b43d9426d07544cab7f97004ebd5ff724866eb2254b5322d4,Ramanathan and Sons,7492,Bettiah,INR,MasterCard,Nov-23,27e1615212f3c6ea846ed6c412df1361ce97f006ee20bb5aa2483a3b61d5cadd,12,40892ffa-18c8-4b3e-b7a6-2a659fe81e66,0,None,In-Person,132.104.214.187,Tablet,,Adipisci et dolores velit quisquam. Eos exercitationem repellendus numquam dolores dolorem inventore quia.
15/7/2023 4:59,1408.84,Aaina Kumer,457953c1b88ea3e8c67d78435cba34779c2e3bdc60f6cde3d76d28fd60de1eac,"Sane, Kara and Kade",5882,Bijapur,INR,MasterCard,Dec-29,62bfa285013f08807d394266cdf8261dd060a704959ae9c20e4ad262b65da12a,5,7132f512-1b94-46e9-b166-778186a533df,1,3 or more,Online,150.136.88.163,Mobile,,"Sint ipsam sit. Fugiat mollitia provident voluptas.
Vitae sed quia officia ratione. Ab odio omnis maiores nemo placeat. Distinctio animi pariatur."
29/6/2022 1:15,2436.17,Shlok Iyengar,cd1b57a83ef430c6155f97a2b8bc9c3930d5ffe60cff67f3dada5dcea39a30ed,Srinivas Ltd,7828,Satara,EUR,American Express,Apr-27,55f0124bb79f5c53d868ca45bbb0f4d04da15eea4fb29c6b95087fe8801bf0a3,0,1e0802f0-d864-4601-ac93-78b591392f2a,1,None,In-Person,138.48.171.86,Mobile,,Consequatur doloribus placeat dolore est dolor doloribus. Voluptas et illum quam exercitationem laboriosam doloremque. Blanditiis omnis numquam recusandae commodi velit consectetur.
26/8/2023 10:12,2108.22,Sana Kade,954a378eda9ea9c887353007824773d3cd5e8698f52ff83f74db96e446c16b4c,Bora-Sule,5565,Kozhikode,EUR,Visa,Jun-33,891d46993a36d78392247c642138cede01d9841daab1d945709755b5194597c4,5,850b0ec3-7d1f-4361-9e3f-c6380a2f9c33,0,None,Online,216.237.77.216,Mobile,,Veritatis perferendis impedit quisquam distinctio nostrum. Hic odio eligendi incidunt voluptate officia. Quod quia impedit expedita iusto blanditiis suscipit.
24/1/2020 7:06,1753.98,Lavanya Samra,0a6260cd97b2fe61622ad4b608be3375d8cb8a7720af84e5767974c48902c8d0,"Anand, Ganesan and Dada",5733,Dhanbad,INR,Visa,Dec-23,c498f3fe97c0df55ee8dea01a72572059b93f42d235a5e439e9c9a1654d6d4e1,5,f520d88e-d656-4264-a202-47df3c06ce7a,0,None,Online,168.94.253.67,Desktop,,Harum voluptatum similique quas. Libero in recusandae eligendi. Id iusto perspiciatis totam veritatis.
21/4/2023 16:49,3159.44,Navya Dugar,aa18413932459ea61e66e63b56b0aa85a6dfe92b95602b1ae44f3458d44ff464,"Goel, Gokhale and Choudhary",3771,Jamshedpur,USD,MasterCard,Oct-29,d6f0c71ef0c88e45e4b3a2118fcb83b0def392d759c901e9d755d0e879028727,0,5de7bdd6-2c8e-4776-b54a-c845f84ef8f8,1,2,In-Person,214.230.63.195,Mobile,,"Harum nam sit fuga tenetur eaque eius. Eveniet adipisci fugit tenetur expedita architecto perferendis.
Dolorum optio necessitatibus aut incidunt itaque. Eveniet perferendis consequuntur atque."
8/11/2020 0:59,2941.58,Veer Bahl,20f383036721054d1914a533db54d1fbebab8d751f7b031423e054c10e657d09,"Ganguly, Dugar and Tella",7150,Mysore,USD,American Express,Sep-25,533eb9a8909f614c351b65e6b8aba1ffc2890735ce9a8a8936e17c05335dfa47,5,f2139cfa-b9ed-425f-b5ff-814d89982f98,1,None,Online,22.194.164.180,Mobile,ayesha70,Impedit sunt placeat dignissimos hic eos quo dolorum. Et voluptatibus ut. Earum quae perferendis amet provident ea beatae.
22/9/2022 2:45,1399.17,Anvi Bail,e3dacb1c787327315ce3f1041d71223e1dd3b73a10f61d2e784281b44667ea22,Anand Ltd,3641,Bhusawal,INR,MasterCard,Jul-33,060823f51b592344b7f2d36a018ab45e03fd2f88e134bf856e4c3f88d25f0505,12,cbabfaa4-ac21-4e88-b17a-8b3e90ded2f1,1,1,In-Person,222.130.146.247,Mobile,bhatlakshit,Voluptatibus veritatis ratione velit corrupti. Dolores voluptate ut consequatur hic.
12/9/2022 18:17,3489.77,Devansh Brahmbhatt,bf9876f602b41a1a56646bdc3d58ce74e8b380f44f0fae8df1d445c51bdc5516,"Khosla, Bedi and Chowdhury",9381,Mira-Bhayandar,USD,MasterCard,May-32,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,12,dcbd637d-4fd5-4242-a0a1-3e6b53232d1e,1,None,Online,185.61.87.247,Desktop,,Velit quia hic qui eligendi illum deleniti. Nobis quasi asperiores deserunt quisquam fugiat. Porro expedita voluptatem unde praesentium iure. Impedit voluptate similique distinctio.
27/4/2023 18:49,3554.76,Shaan Varughese,bd27ee73d5999c30c9626e089f4eb0269e685f5ed5a9b791f4a3af7dae305254,Saran-Tella,6963,Mumbai,INR,Visa,Jun-29,5de664ef205f95d4a68b69b148eecb04f110ac95ef77f4e5158ae315a76ddd8a,12,9b5f396e-3d83-4ffa-888e-cba4efb76545,0,None,Online,148.195.29.106,Desktop,zarasaran,A suscipit necessitatibus eos. Vitae dolores laudantium atque voluptatum laboriosam. Omnis aspernatur quaerat recusandae quo culpa aut.
20/5/2021 18:12,2180.27,Vivaan Sarraf,8c617a082c1577014d4ef44cddb3e30248e5ef21e4517c2594de779f4e0780c0,Rajagopalan Ltd,5095,Gandhidham,INR,Visa,Jan-24,a8443b1426652157edc23a7c54fb7ad2c7643b5d8c431ceb54bc29341faf7e7c,12,5baa459c-d889-4238-b789-bafdb4c79156,1,None,In-Person,18.240.89.26,Tablet,,Et molestias enim quam quos natus. Harum illo corporis aut minus dolores. Recusandae neque repellat consequuntur.
14/8/2020 6:47,2286.12,Shamik Chand,b4c47904759b751d131923be2a3f9c2ae2dbf22c749a2b819854257a3ced2b65,"Bhardwaj, Divan and De",5656,Gwalior,USD,American Express,Jan-26,28ac593455c7f44e49e0e5fb2b130739cd8aed87c15e4d79eb2fc69c47649360,12,dfc09294-1f04-4323-a32c-bddba1e64f88,1,None,In-Person,154.225.161.89,Mobile,nakulsubramaniam,Hic unde quisquam veritatis. Eum quos velit quibusdam. Tempore nisi quibusdam optio illum.
3/8/2022 15:48,1.52,Pihu Balay,53afc515f2211ec61830eda54b193594f4189a0efcc811601226402bb7d2ec45,Bhakta-Kalla,5397,Patna,INR,MasterCard,Oct-24,9512d95d00d61bdec03d2b99d6ecc455ee5644ae52d10e7c4a61c93062dc97a3,0,f5a8d884-be49-4b07-b00f-89ad96506a42,1,1,Online,222.34.142.241,Mobile,jayanranganathan,"Alias amet cupiditate distinctio asperiores. Fugit accusantium nisi delectus.
Blanditiis non corporis. Officiis molestiae magnam esse nostrum omnis nostrum. Unde tempore placeat dolorum."
17/4/2023 22:02,96.36,Siya Mallick,02fc1e77c16f5289b8d5c8c9fc76292b739fdcece8f7dcff5bd67bf7cab2cb8e,Mallick-Rajagopalan,2796,Nashik,INR,Visa,Jan-30,c63efd61a70d0f6b7e5de2b9e0c36adfae6d760613271650c71c90df16c71344,0,b11446b2-701b-46db-895f-0657738e0b32,0,1,Online,135.211.218.139,Tablet,bajwabadal,Enim ducimus architecto corporis quisquam neque. Inventore praesentium illo veritatis consequatur optio laborum.
24/9/2022 15:04,3502.26,Indrans Dutt,1dec831d14f35338d178a5e066c243d726a2c8c564f1bbb0e157bfa38c06718e,"Bhalla, Dada and Bhatnagar",4107,Jabalpur,USD,MasterCard,Feb-27,62bfa285013f08807d394266cdf8261dd060a704959ae9c20e4ad262b65da12a,0,a9545bcf-9fbd-4df6-9cf2-e955f420b51f,1,2,Online,112.67.238.214,Tablet,,"Suscipit earum nisi assumenda dolor veniam corrupti.
Vero autem sed laboriosam illo ipsa. Enim error iste natus.
Culpa corrupti voluptates consectetur at. Suscipit deserunt nobis earum minima."
12/3/2023 17:38,4970.01,Ishaan Goel,7feebb9699e41956025ab721138779d0be771e3c028b52e744087199dae1eaf3,Varma-Wason,7127,Jalna,USD,Visa,Jun-29,16e5cb32123fe4bfa76277dc73f874bfedc3db7f49c5a1b8fdf7f784b64e970b,12,a0374a64-4f4b-4f65-a603-43005da17133,0,3 or more,In-Person,125.99.255.128,Mobile,uppalryan,Culpa corrupti dicta aspernatur perspiciatis sapiente accusamus. Explicabo iste voluptatum pariatur quisquam ea recusandae.
29/6/2020 1:59,4174.38,Anay Salvi,d2a55cf365b360a7e0777c2066a4d76c95812b5aa0796ccef47746e7c506a646,Bahl-Lalla,3330,Bongaigaon,EUR,MasterCard,Jun-33,06b2d82840e43ed8432b3f444de18b57dbe60637c99379c708aa8e66de83dbc1,5,be0eff00-17bd-46d8-aea5-959470c1612a,0,None,Online,195.118.20.20,Mobile,heerramesh,Autem et provident similique qui ullam molestias. Ipsa fugiat perspiciatis occaecati cum laudantium incidunt tempore.
10/6/2022 0:04,4255.12,Faiyaz Setty,c23e348a59b18f3867857a22056bce845e3b8be3bd9352924bfdb7e06385be3b,Sheth LLC,8753,Belgaum,EUR,MasterCard,Nov-28,85ea151b8c5b5ab0d3349100e441bd4b8dc20740d429c16c3b85b77066386e75,5,277c6f79-0c69-43bd-8c9b-149f24bf9138,0,3 or more,Online,185.37.10.219,Desktop,,Neque ducimus provident quo assumenda ipsam. Unde quae fugiat architecto impedit eos necessitatibus ut. Quo nemo voluptas nulla iste nihil.
15/4/2022 16:58,2958.15,Nirvaan Saraf,d7f38f45efded412374703923ba2ecdd0488e5d3d48016c4f8adaad68aef815a,"Srivastava, Sachar and Chakrabarti",1923,Gorakhpur,INR,Visa,May-32,79f918029276a9945ab1751873e7c5fc76ad909ad902b814f5b787271df33b5f,0,f8608543-562a-43ce-a65f-306a1b33dbd5,1,1,In-Person,132.45.38.148,Mobile,sdhar,"Ullam nisi impedit veritatis nesciunt libero.
Impedit sequi adipisci consectetur. Itaque corrupti accusantium expedita animi.
Tempora repellendus neque veniam accusamus amet. Odio dolorem excepturi."
5/8/2021 12:54,3974.22,Ryan Dara,f6c8c08ecb15869becea2ab7d99b9b0b7384ae2695ab1a711e7bfbb4dbbc1af3,"Sarma, Sankar and Bobal",1730,Miryalaguda,INR,American Express,Sep-24,73daa9289ddd08a53ba86f065ddb07bf915aba208bec652e999613d2a8444228,0,e3581088-829f-48b3-a352-b83c0117af19,0,1,In-Person,135.14.54.142,Desktop,,"Explicabo nesciunt fugit neque rerum.
Hic voluptatibus sunt accusantium delectus est."
18/8/2020 14:34,4312.5,Gokul Goswami,c6ee1b7c35ff3bb278e8340bc20c08126b5081fbbc406c32d56df2c1a994a86b,Jani-Mani,2969,Nanded,USD,American Express,Sep-28,ab16ce326c754df41ed00df6f64f7073dcac3e2986bbf8b2a1ce4549b189a0fb,12,0ecb8a75-80c3-49b9-aaff-bfcdedefc19c,0,3 or more,Online,133.8.7.75,Mobile,farhan71,Neque repellendus impedit quasi. Ab quod vitae nisi corporis. Temporibus iste earum consectetur. Est vitae veritatis quae commodi eos quo.
23/6/2023 5:52,301.48,Armaan Shankar,a0bed3a2da4b9fcd7d9453139d89556a17765d5f065381c18deffb760b443228,Sandhu Inc,2767,Giridih,INR,Visa,Mar-31,3038bfb575bee6a0e61945eff8784835bb2c720634e42734678c083994b7f018,12,3e6babdd-323a-4946-ad17-18992a851d37,0,2,In-Person,210.25.252.1,Tablet,,Mollitia doloribus in voluptatem beatae veniam. Doloribus voluptatibus cum natus. Voluptatum nesciunt ratione inventore incidunt modi.
20/7/2023 22:26,4051.49,Prisha Bath,45f5de9de7d2dbcaf2b23378fa812faf0264cd123ec15382d88d4505f96a3e2e,"Kanda, Bains and Sidhu",2908,Thanjavur,INR,Visa,May-26,9556b82499cc0aaf86aee7f0d253e17c61b7ef73d48a295f37d98f08b04ffa7f,0,e06c0165-ad00-4b20-9728-541a4d20d348,1,2,In-Person,222.45.177.217,Tablet,manikyajhaveri,"Ut beatae recusandae aliquid atque vitae sunt. Exercitationem nostrum odio perferendis voluptatem.
Architecto hic nesciunt sunt maiores consectetur. Dolor necessitatibus ducimus enim."
27/9/2020 6:50,4929.55,Anahita Mangat,1b5a600c9a226614e2f754fff70b3e65a86c1f069294fb8d4fe694bc28b9326b,Sani-Garg,1956,Malda,EUR,American Express,Feb-31,2747b7c718564ba5f066f0523b03e17f6a496b06851333d2d59ab6d863225848,0,601cfec8-b542-4a12-bee6-acd4dd9021e3,1,3 or more,In-Person,152.157.195.17,Mobile,,Provident laborum non accusantium quod. Iusto adipisci quia quos. Quia eligendi iusto dignissimos qui pariatur. Dolore assumenda voluptatibus.
13/6/2020 12:31,1595.77,Adah Kannan,014127ef000788c912cf0a7c0333fd21082cf0031e96f572e6d1f512e5a02002,Din Inc,5708,Morena,INR,American Express,Jun-27,fed88b40aba63cac05eadd5db0088c036005ec235c7be6fd87d656946b733332,0,de5ac81e-76db-40e4-93a3-3e91e79af3d3,0,None,Online,205.206.175.219,Mobile,,Deleniti aliquid quidem velit nobis quaerat asperiores. Nisi corporis aspernatur eos possimus placeat commodi.
3/5/2022 9:08,633.73,Nishith Wagle,6e889ebd3124990aadc7a148df48490b1d3ddee2ed24e0f6b137c6bf0c785d02,"Vyas, Mander and Arya",5013,Nangloi Jat,INR,American Express,Nov-24,2f1d593cd98cb5bf81eb9d880221122342784ac5fb7f41f2b137006bafc92e39,5,630c38eb-b438-4901-a18e-b1ebabad0490,1,2,Online,118.144.143.36,Desktop,,"Rerum amet minima accusamus impedit minima explicabo. Eos quis delectus quo laudantium.
Ipsa officiis autem excepturi quas dolores eveniet ratione. Excepturi natus aut unde maiores."
27/8/2022 17:50,3860.27,Baiju Som,e511500566beab33cfa4d1c3c33c302d150513f4b2afc23bd3d9574e517b1103,"Devan, Sha and Thaker",2434,Moradabad,USD,Visa,Jul-24,d83c7ee736be931d85b78a4a60881ced3ff9a31bb417804e45b1d30de40f94f2,5,747edfbc-2773-459f-b447-9f4f721a749a,0,None,In-Person,71.19.161.98,Tablet,,Saepe ducimus natus adipisci dignissimos. Ad voluptas praesentium eius corporis quas alias. Praesentium maiores voluptas officia inventore quia.
20/4/2022 8:30,3695.27,Aaina Biswas,bdfb599faf2ee477872acd3345a62b235101421fd513f46f03fb2b3da701c6c6,Sura-Kakar,5944,Kurnool,EUR,MasterCard,Jun-32,39bb88f40d3aa2b2fe9dea67be27c74765db0ebb3ff3cf8fb779af6319fa2045,12,e8efa985-60d3-4051-a03b-52b6a41fde0d,1,2,Online,197.84.121.119,Desktop,,Praesentium aut voluptas occaecati debitis ut. Nobis modi est odit explicabo.
23/2/2023 7:53,4067.08,Shalv Bala,d7036f9bc07ba9d24e25a8e95ce57c7688bf054e22daa9ddb125f22c2920d494,Kannan and Sons,6269,Malda,EUR,MasterCard,Mar-26,d4679c618f1af07ee8570edd4b931e2e68e1c2d4b7d3c2f1033a9b597f85d4b0,5,b6982bf4-c5dd-41d0-9177-abe68b8b9918,1,3 or more,In-Person,223.186.152.68,Tablet,sana19,"Maxime iure cumque dignissimos nostrum. Dolorum numquam dignissimos quibusdam. Itaque quaerat ea quis.
Voluptate quisquam at rerum. Facere hic aliquam accusantium deserunt a placeat."
6/10/2020 14:29,2134.9,Aarush Goswami,9324203450ac5902da064bdc87894712d91d809011dc7a43fc9626ef3ea4758b,Ramachandran Inc,6655,Haldia,USD,American Express,Oct-26,8e6aee9efac8086ebac545d45c63e0d0dfcddd0d77d53e45c04d05cafdd2a8a8,0,0eef9c0b-0d33-489f-a14d-b3c0e6be215e,1,2,Online,120.188.4.153,Tablet,,Consectetur nesciunt aperiam accusamus. Itaque quisquam soluta dolor delectus vitae. Corrupti perferendis numquam esse odio porro placeat. Recusandae at dolorum dolores.
1/2/2021 23:51,7.85,Khushi Bajaj,e9e1bbdd253f881464f70623852c86e7561b5a3ca9f017b6d1fd421afa7d658c,"Maharaj, Dora and Bedi",6933,Hyderabad,EUR,Visa,Jun-24,35c71bd7eaf4607047bb7c186d17251942204229b897e033923b13dc8ce2d109,5,b37ceb75-6b10-4f73-839a-ef89a7672c9f,0,3 or more,Online,198.174.231.230,Tablet,achacko,"Quis id error mollitia. Consequatur quod perferendis quidem blanditiis tenetur nam. Quisquam minus fugiat neque.
Vero deserunt laudantium sapiente quibusdam consequuntur. Atque ipsum in."
26/4/2023 5:29,3903.61,Adira Cherian,735cc18a58fa94415028579e8fd34106961c617a4b4f298422a476acd9d24bd6,"Verma, Bala and Bhargava",5433,Tiruppur,EUR,American Express,Nov-25,88b54564b232405ab2165996517fece1149259cf1ea262a375db0f66039294d0,0,c1dd7239-b547-43fd-be8d-a08dda543a59,0,None,Online,164.41.131.87,Tablet,,Perspiciatis nisi commodi itaque omnis. Nesciunt explicabo earum dignissimos quam natus ipsa. Ratione omnis accusantium explicabo enim id. Amet est temporibus sapiente dicta.
